nivel,path,titulo,detalle,responsables
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS > JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 10,SECRETARÍA NRO. 19,"Comodoro Py 2002, 4 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7177 | jncrimcorrfed10.sec19@pjn.gov.ar","Nombre: Dra. Sosa, María Julia | Cargo: Secretario | Tel: Dra. Sosa, María Julia | Email:  | Teléfono: 4032-7175 | Email:  | Cargo: Secretario | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS > JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 10,SECRETARÍA NRO. 20,"Comodoro Py 2002, 4 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7180 | jncrimcorrfed10.sec20@pjn.gov.ar","Nombre: Dr. Fornasari, Federico | Cargo: Secretario | Tel: Dr. Fornasari, Federico | Email:  | Teléfono: 4032-7178 | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 11,"Comodoro Py 2002, 4º piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7181 / 4032-7182 | jncrimcorrfed11@pjn.gov.ar","Nombre: Dr. Casanello, Sebastián Norberto | Cargo: Juez Subrogante | Tel: Dr. Casanello, Sebastián Norberto | Email: jncrimcorrfed7@pjn.gov.ar | Teléfono:  | Email: jncrimcorrfed7@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS > JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 11,SECRETARÍA NRO. 21,"Comodoro Py 2002, 4 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7183/4/5 (Fax 4032-7184) | jncrimcorrfed11.sec21@pjn.gov.ar","Nombre: Dra. Lores Arnaiz, Carolina | Cargo: Secretario | Tel: Dra. Lores Arnaiz, Carolina | Email:  | Teléfono: 4032 7183 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS > JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 11,SECRETARÍA NRO. 22,"Comodoro Py 2002, 4 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7186/7/8 | jncrimcorrfed11.sec22@pjn.gov.ar","Nombre: Dra. Charnis, María Laura | Cargo: Secretario | Tel: Dra. Charnis, María Laura | Email:  | Teléfono: 4032-7186 | Email:  | Cargo: Secretario de Juzgado | Situación: Contratado"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 12,"Comodoro Py 2002, 4º piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7190 | jncrimcorrfed12@pjn.gov.ar","Nombre: Dr. Ercolini, Julián Daniel | Cargo: Juez Subrogante | Tel: Dr. Ercolini, Julián Daniel | Email:  | Teléfono: 4032-7174 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS > JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 12,SECRETARÍA NRO. 23,"Comodoro Py 2002, 4 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7191/2/3 | jncrimcorrfed12.sec23@pjn.gov.ar","Nombre: Dra. Kohen, Paola Yanina | Cargo: Secretario | Tel: Dra. Kohen, Paola Yanina | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > JUZGADOS > JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL NRO. 12,SECRETARÍA NRO. 24,"Comodoro Py 2002, 4 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7194/7175/7196 | jncrimcorrfed12.sec24@pjn.gov.ar","Nombre: Dra. Cavallero, María del Pilar | Cargo: Secretario | Tel: Dra. Cavallero, María del Pilar | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 1,"Comodoro Py 2002, 1º piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7244/7245 | tocrimfed1@pjn.gov.ar","Nombre: Dr. Michilini, José Antonio | Cargo: Presidente | Tel: Dr. Michilini, José Antonio | Email:  | Teléfono: 4790-1374/4794-6446 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Basílico, Ricardo Angel | Cargo: Vicepresidente | Tel: Dr. Basílico, Ricardo Angel | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Grunberg, Adrian Federico | Cargo: Vocal | Tel: Dr. Grunberg, Adrian Federico | Email:  | Teléfono: 4032 7244/ 45 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Amirante, Oscar Ricardo | Cargo: Vocal | Tel: Dr. Amirante, Oscar Ricardo | Email:  | Teléfono: 4032 7244/ 45 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Cicchetti, Cynthia | Cargo: Secretario | Tel: Dra. Cicchetti, Cynthia | Email:  | Teléfono: 4032 7244/45 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Labadens, Ignacio | Cargo: Secretario | Tel: Dr. Labadens, Ignacio | Email:  | Teléfono: 4032 7244/45 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Capurro, Mariano Pedro | Cargo: Secretario | Tel: Dr. Capurro, Mariano Pedro | Email:  | Teléfono: 4032-7595 | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dra. Marinez Espinoza, Alejandra | Cargo: Secretario | Tel: Dra. Marinez Espinoza, Alejandra | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 2,"Comodoro Py 2002, 1º piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7254/7255 | tocrimfed2@pjn.gov.ar","Nombre: Dr. Giménez Uriburu, Rodrigo | Cargo: Presidente | Tel: Dr. Giménez Uriburu, Rodrigo | Email:  | Teléfono: 4032 7254/55 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Gorini, Jorge Luciano | Cargo: Vicepresidente | Tel: Dr. Gorini, Jorge Luciano | Email:  | Teléfono: 4032-7247 | Email:  | Cargo: Juez de Cámara | Situación: Subrogante; Nombre: Dr. Cisneros, Tomás Santiago | Cargo: Secretario | Tel: Dr. Cisneros, Tomás Santiago | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 3,"Comodoro Py 2002, 7º Piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7264/7464/7263 | tocrimfed3@pjn.gov.ar","Nombre: Dr. Basso, Andrés Fabián | Cargo: Presidente | Tel: Dr. Basso, Andrés Fabián | Email:  | Teléfono: 4032-7466 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Rios, Javier Feliciano | Cargo: Vicepresidente | Tel: Dr. Rios, Javier Feliciano | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Glujovsky, Déborah | Cargo: Secretario | Tel: Dra. Glujovsky, Déborah | Email:  | Teléfono: 4032-7464/6 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Bernial, Juan Carlos | Cargo: Secretario | Tel: Dr. Bernial, Juan Carlos | Email:  | Teléfono: 4032-7264 | Email:  | Cargo: Secretario de Cámara | Situación: Contratado; Nombre: Dra. Bisaccia, Marisa | Cargo: Secretario | Tel: Dra. Bisaccia, Marisa | Email:  | Teléfono: 4032-7264/7466 | Email:  | Cargo: Secretario | Situación: Contratado; Nombre: Dr. Scollo, Javier Francisco | Cargo: Secretario | Tel: Dr. Scollo, Javier Francisco | Email:  | Teléfono: 4032-7464 | Email:  | Cargo: Secretario | Situación: Contratado; Nombre: Dr. Anderson, Tomas | Cargo: Secretario | Tel: Dr. Anderson, Tomas | Email:  | Teléfono: 4032-7465 | Email:  | Cargo: Secretario | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 4,"Comodoro Py 2002, 6º Piso (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7272 / 7273 | tocrimfed4@pjn.gov.ar","Nombre: Dr. Costabel, Nestor Guillermo | Cargo: Presidente | Tel: Dr. Costabel, Nestor Guillermo | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Canero, Herminio Fernando | Cargo: Vicepresidente | Tel: Dr. Canero, Herminio Fernando | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Basílico, Ricardo Angel | Cargo: Vocal | Tel: Dr. Basílico, Ricardo Angel | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Kenny, Patricio Javier | Cargo: Secretario de Cámara | Tel: Dr. Kenny, Patricio Javier | Email:  | Teléfono: 4032 7272/73 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Scorzelli, Luciana | Cargo: Secretario | Tel: Dra. Scorzelli, Luciana | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Fernández Pezzano, Tomás María | Cargo: Secretario | Tel: Dr. Fernández Pezzano, Tomás María | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 5,"Comodoro Py 2002, piso 6 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7282/7831 | tocrimfed5@pjn.gov.ar","Nombre: Dra. Palliotti, Adriana | Cargo: Presidenta | Tel: Dra. Palliotti, Adriana | Email:  | Teléfono: 4032-7278/9 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Obligado, Daniel Horacio | Cargo: Vicepresidente | Tel: Dr. Obligado, Daniel Horacio | Email:  | Teléfono: 4032-7274/5 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Tosselli, Nicolás | Cargo: Juez Subrogante | Tel: Dr. Tosselli, Nicolás | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Subrogante; Nombre: Dr. Schwab, Martín | Cargo: Secretario | Tel: Dr. Schwab, Martín | Email:  | Teléfono: 4032 7280 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Carcione, Mariano | Cargo: Secretario | Tel: Dr. Carcione, Mariano | Email:  | Teléfono: 4032 7281/82 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Mejuto, Juan Manuel | Cargo: Secretario | Tel: Dr. Mejuto, Juan Manuel | Email:  | Teléfono: 4032-7280 | Email:  | Cargo: Secretario | Situación: Contratado; Nombre: Dr. González del Campo, Mariano Javier | Cargo: Secretario | Tel: Dr. González del Campo, Mariano Javier | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Falcioni, Javier Alejandro | Cargo: Secretario de Derechos Humanos | Tel: Dr. Falcioni, Javier Alejandro | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dra. Davenport, Valeria Andrea | Cargo: Secretario | Tel: Dra. Davenport, Valeria Andrea | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dr. Guarrochena, Mariano | Cargo: Secretario | Tel: Dr. Guarrochena, Mariano | Email:  | Teléfono: 4032 7234 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Otatti Rossi, Maria Estefania | Cargo: Secretario | Tel: Dra. Otatti Rossi, Maria Estefania | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Pistarini, Manuel Carlos | Cargo: Secretario | Tel: Dr. Pistarini, Manuel Carlos | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Hachmanian, Emmanuel Matias | Cargo: Secretario | Tel: Dr. Hachmanian, Emmanuel Matias | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Contratado"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 6,"Comodoro Py 2002, 6º Piso, Ala Rio (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7290/7291 | tocrimfed6@pjn.gov.ar","Nombre: Dr. Obligado, Daniel Horacio | Cargo: Presidente | Tel: Dr. Obligado, Daniel Horacio | Email:  | Teléfono: 4032-7274/5 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Grunberg, Adrian Federico | Cargo: Vocal | Tel: Dr. Grunberg, Adrian Federico | Email:  | Teléfono: 4032 7244/ 45 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Fornari, Ignacio Carlos | Cargo: Vocal | Tel: Dr. Fornari, Ignacio Carlos | Email:  | Teléfono: 4032-7337 y 4032-7338 | Email:  | Cargo: Juez de Cámara | Situación: Subrogante; Nombre: Dr. Poledo, Carlos | Cargo: Secretario | Tel: Dr. Poledo, Carlos | Email:  | Teléfono: 4032 7281/82 | Email:  | Cargo: Secretario de Cámara | Situación: Contratado; Nombre: Dr. Ruiz, Sebastian Pedro | Cargo: Secretario | Tel: Dr. Ruiz, Sebastian Pedro | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Subrogante; Nombre: Dra. Ribas, Cecilia | Cargo: Secretario | Tel: Dra. Ribas, Cecilia | Email:  | Teléfono: 4032-7290/91 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Nanni, Ignacio | Cargo: Secretario | Tel: Dr. Nanni, Ignacio | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Mormandi, Eugenia | Cargo: Secretario | Tel: Dr. Mormandi, Eugenia | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Scoppa, Agustina | Cargo: Secretario | Tel: Dra. Scoppa, Agustina | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Llan de Rosas, Francisco | Cargo: Secretario | Tel: Dr. Llan de Rosas, Francisco | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 7,"Talcahuano 550, 6º Piso of. 6118 (C1013AAL) | Ciudad Autónoma de Buenos Aires | (011) 4371-3955 / 4372-2705 | tocrimfed7@pjn.gov.ar","Nombre: Dr. Castelli, German Andres | Cargo: Presidente | Tel: Dr. Castelli, German Andres | Email:  | Teléfono: 4752-1677, 4755-5920, 4713-2087 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Canero, Herminio Fernando | Cargo: Vicepresidente 1ro. | Tel: Dr. Canero, Herminio Fernando | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Mendez Signori, Enrique | Cargo: Vicepresidente 2do. | Tel: Dr. Mendez Signori, Enrique | Email: tocrimfed7@pjn.gov.ar | Teléfono: 4371-3955/2705 | Email: tocrimfed7@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Diedrich, Maria Alejandra | Cargo: Secretario | Tel: Dra. Diedrich, Maria Alejandra | Email: tocrimfed7@pjn.gov.ar | Teléfono: 4371-3955/2705 | Email: tocrimfed7@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Cuenca Aranda, Lucia | Cargo: Secretario | Tel: Dra. Cuenca Aranda, Lucia | Email: tocrimfed7@pjn.gov.ar | Teléfono: 4371-3955/2705 | Email: tocrimfed7@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Chichizola, Maria Cecilia | Cargo: Secretario | Tel: Dra. Chichizola, Maria Cecilia | Email: tocrimfed7@pjn.gov.ar | Teléfono: 4371-3955/2705 | Email: tocrimfed7@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Contratado; Nombre: Dr. Mogaburu, Joaquin Ignacio | Cargo: Secretario | Tel: Dr. Mogaburu, Joaquin Ignacio | Email: tocrimfed7@pjn.gov.ar | Teléfono:  | Email: tocrimfed7@pjn.gov.ar | Cargo: Secretario | Situación: Contratado; Nombre: Dr. Ruiz, Ernesto Javier | Cargo: Secretario | Tel: Dr. Ruiz, Ernesto Javier | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Interino"
3,FUEROS FEDERALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL FEDERAL > TRIBUNALES ORALES,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL NRO. 8,Comodoro Py 2002 (C1104BEN) | Ciudad Autónoma de Buenos Aires | 4032-7308/7309 | tocrimfed8@pjn.gov.ar,"Nombre: Dra. López Iñiguez, María Gabriela | Cargo: Presidente | Tel: Dra. López Iñiguez, María Gabriela | Email:  | Teléfono: 4032-7308/7309 | Email:  | Cargo: Juez de Cámara | Situación: Subrogante; Nombre: Dra. Namer, Sabrina | Cargo: Vocal | Tel: Dra. Namer, Sabrina | Email:  | Teléfono: 4032-7308/7309 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Toselli, Nicolás | Cargo: Vocal | Tel: Dr. Toselli, Nicolás | Email:  | Teléfono: 4032-7308/7309 | Email:  | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Barbano, María | Cargo: Secretario | Tel: Dra. Barbano, María | Email:  | Teléfono: 4032-7308/7309 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Guzzardi, Ana Silvia | Cargo: Secretario | Tel: Dra. Guzzardi, Ana Silvia | Email:  | Teléfono:  | Email:  | Cargo: Juez de Cámara | Situación: Efectivo"
