Expediente,Orden,Fecha,Juzgado,Fiscal,Fiscalia
CFP 11352/2014,1,07/06/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,Fiscal: DR. DIEGO VELASCO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 6
CFP 11352/2014,2,06/05/2016,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 11352/2014,3,18/06/2015,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA JUDICIAL Nº 3,,
CFP 11352/2014,4,05/03/2015,CAMARA FEDERAL DE CASACION PENAL - SALA 1,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 11352/2014,5,15/12/2014,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 3732/2016,1,14/01/2025,CAMARA FEDERAL DE CASACION PENAL - SALA DE FERIA,Fiscal: DR. RAUL OMAR PLEE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 2
CFP 3732/2016,2,13/06/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,Fiscal: DR. DIEGO VELASCO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 6
CFP 3732/2016,3,16/02/2018,CAMARA FEDERAL DE CASACION PENAL - VOCALIA 5,,
CFP 3732/2016,4,16/02/2018,CAMARA FEDERAL DE CASACION PENAL - VOCALIA 10,,
CFP 3732/2016,5,22/12/2017,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 3732/2016,6,06/06/2016,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 1614/2016,1,04/02/2021,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA JUDICIAL Nº 3,,
CFP 1614/2016,2,24/09/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 1614/2016,3,28/07/2020,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,Fiscal: DRA. ESTELA S. FABIANA LEON,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 5
CFP 1614/2016,4,26/02/2019,CAMARA FEDERAL DE CASACION PENAL - VOCALIA 8,,
CFP 1614/2016,5,26/02/2019,CAMARA FEDERAL DE CASACION PENAL - VOCALIA 9,,
CFP 1614/2016,6,07/02/2018,CAMARA FEDERAL DE CASACION PENAL - SALA 3,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 1614/2016,7,17/02/2016,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 7359/2017,1,21/04/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 7
CFP 7359/2017,2,30/11/2022,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 7359/2017,3,29/11/2022,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 7359/2017,4,24/10/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 7359/2017,5,19/10/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 17459/2018,1,28/10/2021,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA JUDICIAL Nº 3,,
CFP 17459/2018,2,11/03/2020,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. CARLOS ERNESTO STORNELLI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 4
CFP 17459/2018,3,13/02/2020,CAMARA FEDERAL DE CASACION PENAL - SALA 3,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 17459/2018,4,20/09/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,Fiscal: DRA. ESTELA S. FABIANA LEON,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 5
CFP 17459/2018,5,17/07/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 17459/2018,6,31/10/2018,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 12441/2008,1,02/08/2021,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: Dr. RAUL OMAR PLEE - SUBROGANTE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 3
CFP 12441/2008,2,23/02/2018,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 12441/2008,3,16/02/2018,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 5041/2018,1,11/04/2018,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 12,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 1035/2024,1,30/04/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 1035/2024,2,07/02/2025,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 1035/2024,3,15/08/2024,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 1035/2024,4,14/08/2024,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 1035/2024,5,31/05/2024,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CCC 2638/2025,1,14/10/2025,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CCC 2638/2025,2,12/02/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 3429/2025,1,29/08/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 10,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 3993/2007,1,17/07/2025,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 3993/2007,2,28/06/2021,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6,Fiscal: DRA. GABRIELA BEATRIZ BAIGUN,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 3
CFP 3993/2007,3,20/11/2018,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 3993/2007,4,27/06/2017,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA JUDICIAL Nº 3,,
CFP 3993/2007,5,19/01/2015,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 3993/2007,6,16/03/2007,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 14305/2015,1,04/03/2024,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 8,Fiscal: DR. MARCELO COLOMBO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 8
CFP 14305/2015,2,06/07/2021,CAMARA FEDERAL DE CASACION PENAL - SALA 1,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 14305/2015,3,14/02/2018,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 14305/2015,4,21/03/2016,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 14305/2015,5,21/12/2015,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 19343/2017,1,10/08/2023,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 19343/2017,2,22/06/2023,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 6429/2010,1,29/11/2024,CAMARA FEDERAL DE CASACION PENAL - SALA 1,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 6429/2010,2,25/03/2014,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,,
CFP 6429/2010,3,17/05/2010,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. CARLOS ERNESTO STORNELLI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 4
CFP 10566/2016,1,02/07/2025,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 10566/2016,2,13/12/2017,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 10566/2016,3,02/08/2016,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 8,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CCC 8099/2015,1,23/09/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,Fiscal: DRA. ESTELA S. FABIANA LEON,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 5
CCC 8099/2015,2,11/06/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CCC 8099/2015,3,27/02/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CCC 8099/2015,4,04/12/2017,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. FRANCO PICARDI,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 5
CFP 1213/2022,1,03/02/2023,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 1213/2022,2,13/04/2022,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 151/2025,1,02/09/2025,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 151/2025,2,02/09/2025,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 151/2025,3,16/01/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 13453/2007,1,07/08/2017,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 13453/2007,2,12/09/2007,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 7
CFP 18346/2018,1,03/02/2022,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA JUDICIAL Nº 3,Fiscal: DR. EDUARDO EZEQUIEL CASAL - Interino,PROCURACION GENERAL DE LA NACION
CFP 18346/2018,2,02/07/2021,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 18346/2018,3,18/05/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 18346/2018,4,25/10/2018,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 4329/2025,1,08/10/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 4,Fiscal: DRA. MARIA ALEJANDRA MANGANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 12
CFP 4623/2023,1,19/02/2024,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 8224/2020,1,12/04/2024,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 8224/2020,2,08/03/2021,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. CARLOS A. RIVOLO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 2
CFP 2752/2015,1,06/05/2021,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 2752/2015,2,20/05/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 2752/2015,3,18/04/2017,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA JUDICIAL Nº 3,,
CFP 2752/2015,4,07/03/2016,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: Dr. RAUL OMAR PLEE - SUBROGANTE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 3
CFP 2752/2015,5,09/09/2015,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 15427/2017,1,24/09/2024,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA PENAL ESPECIAL,,
CFP 15427/2017,2,01/02/2023,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: DR. RAUL OMAR PLEE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 2
CFP 15427/2017,3,30/07/2020,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,Fiscal: DR. MIGUEL ANGEL OSORIO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 7
CFP 15427/2017,4,14/01/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 15427/2017,5,11/10/2017,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 14234/2016,1,01/10/2025,CAMARA FEDERAL DE CASACION PENAL - SALA 1,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 14234/2016,2,24/09/2025,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,Fiscal: DR. MIGUEL ANGEL OSORIO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 7
CFP 14234/2016,3,24/08/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 14234/2016,4,30/12/2019,CAMARA FEDERAL DE CASACION PENAL - SALA 1,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 14234/2016,5,04/10/2016,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 8,,
CFP 6606/2015,1,11/11/2016,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,Fiscal: DRA. GABRIELA BEATRIZ BAIGUN,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 3
CFP 6606/2015,2,04/02/2016,CAMARA FEDERAL DE CASACION PENAL - SALA 3,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 6606/2015,3,23/06/2015,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 11,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 2742/2024,1,11/07/2024,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DRA. MARIA PALOMA OCHOA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 10
CFP 9184/2020,1,20/08/2024,CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - SECRETARÍA PENAL ESPECIAL,,
CFP 9184/2020,2,19/08/2021,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 9184/2020,3,13/05/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 9184/2020,4,25/11/2020,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 478/2025,1,10/02/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 20513/2017,1,14/07/2025,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: MARIO ALBERTO VILLAR,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 1
CFP 20513/2017,2,19/08/2024,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: DR. RAUL OMAR PLEE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 2
CFP 20513/2017,3,16/02/2024,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4,Fiscal: DR. ABEL CORDOBA,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 2
CFP 20513/2017,4,10/03/2023,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 20513/2017,5,16/03/2022,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR. FEDERICO DELGADO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 6
CFP 1376/2004,1,13/11/2024,CAMARA FEDERAL DE CASACION PENAL - SALA 2,Fiscal: Dr. RAUL OMAR PLEE - SUBROGANTE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 3
CFP 1376/2004,2,03/02/2004,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 12,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 1376/2004,3,03/02/2004,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,,
CFP 1376/2004,4,03/02/2004,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,Fiscal: DRA. ESTELA S. FABIANA LEON,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 5
CFP 1584/2025,1,23/06/2025,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 1584/2025,2,21/04/2025,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 1,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 3801/2024,1,21/08/2025,CAMARA FEDERAL DE CASACION PENAL - SALA 3,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
CFP 3801/2024,2,04/06/2025,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 3801/2024,3,13/09/2024,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 9,Fiscal: DR. EDUARDO RAUL TAIANO (SUBROGANTE),FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 8
CFP 2146/2019,1,07/03/2019,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 7,Fiscal: DR GUILLERMO F. MARIJUAN,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 9
CFP 7171/2016,1,23/10/2019,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 8,Fiscal: DR. EDUARDO RAUL TAIANO,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 3
CFP 7148/2020,1,07/12/2023,CAMARA FEDERAL DE CASACION PENAL - SALA 4,Fiscal: Dr. RAUL OMAR PLEE - SUBROGANTE,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 3
CFP 7148/2020,2,10/07/2023,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,Fiscal: DR. JUAN PATRICIO GARCIA ELORRIO,FISCALIA ANTE LOS TRIB. ORALES EN LO CRIM. FED. N° 4
CFP 7148/2020,3,11/07/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 7148/2020,4,12/05/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 7148/2020,5,11/09/2020,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 2,Fiscal: DR. RAMIRO GONZALEZ,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 7
CFP 7888/2015,1,31/08/2017,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3,Fiscal: DR. GERARDO DAVID POLLICITA,FISCALIA NAC. EN LO CRIM. Y CORR. FED. N° 11
CFP 7888/2015,2,15/10/2015,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,Fiscal: DR. JOSE LUIS AGUERO ITURBE,FISCALIA NAC. ANTE LA CAMARA EN LO CRIM. Y CORR. FEDERAL
CFP 3103/2022,1,30/11/2022,CAMARA FEDERAL DE CASACION PENAL - SALA 1,Fiscal: DR. JAVIER AUGUSTO DE LUCA,FISCALIA ANTE LA CAMARA FEDERAL DE CASACION PENAL N° 4
